,days,prices_usd,volumes_usd,prices_delta,prices_delta_sign,volumes_delta,volumes_delta_sign
336,337,409.0256605575577,18633327.332726765,58.86301886338231,1,10089903.954305416,1
337,338,443.62045485073025,21129258.324442193,34.59479429317253,1,2495930.9917154275,1
338,339,386.56648626476897,9670462.755049223,-57.053968585961286,-1,-11458795.56939297,-1
339,340,377.6157219830727,5639994.889215676,-8.950764281696252,-1,-4030467.865833547,-1
340,341,385.99793472898097,2889797.880313386,8.382212745908248,1,-2750197.00890229,-1
341,342,375.6916641777678,3603506.480101045,-10.306270551213174,-1,713708.599787659,1
342,343,378.8068599264182,3651380.838118719,3.1151957486504216,1,47874.358017673716,1
343,344,339.495839002805,7892878.729035476,-39.31102092361323,-1,4241497.890916757,1
344,345,316.47741781025206,4051662.517457775,-23.01842119255292,-1,-3841216.2115777014,-1
345,346,334.7571336801303,5072630.44513593,18.27971586987826,1,1020967.9276781548,1
346,347,334.74584620713546,2989333.085470002,-0.011287472994865766,-1,-2083297.3596659275,-1
347,348,334.5297412018449,1776363.904014388,-0.21610500529055798,-1,-1212969.181455614,-1
348,349,325.40807027740425,2319350.053248779,-9.12167092444065,-1,542986.1492343908,1
349,350,329.3268230724841,2827682.0322580496,3.918752795079854,1,508331.97900927067,1
350,351,335.4182289768928,1925002.4722693108,6.0914059044087026,1,-902679.5599887387,-1
351,352,334.6099232293198,1911359.4673601824,-0.8083057475730016,-1,-13643.004909128416,-1
352,353,326.04231136738144,2762472.355450379,-8.56761186193836,-1,851112.8880901968,1
353,354,320.80852041349135,2465122.5430004313,-5.233790953890093,-1,-297349.81244994793,-1
354,355,325.8527927688375,1330964.2472774459,5.044272355346152,1,-1134158.2957229854,-1
355,356,323.46269329896984,1206649.9749863583,-2.390099469867664,-1,-124314.27229108755,-1
356,357,323.1334321785125,1620213.4888784026,-0.3292611204573177,-1,413563.5138920443,1
357,358,320.5292841648642,1803448.3188427042,-2.6041480136483415,-1,183234.82996430155,1
358,359,326.90701816795723,2753517.7804246154,6.377734003093053,1,950069.4615819112,1
359,360,349.4633036854858,4575829.485441867,22.55628551752858,1,1822311.705017252,1
360,361,357.2751942826889,2865220.7443848066,7.811890597203103,1,-1710608.7410570607,-1
361,362,355.65811688311595,1544073.8158154278,-1.6170773995729633,-1,-1321146.9285693788,-1
362,363,367.9384019894094,2892075.5658582854,12.280285106293434,1,1348001.7500428576,1
363,364,376.7272669129566,3713321.830705885,8.788864923547237,1,821246.2648475994,1
364,365,362.29269379043643,4059042.9778964757,-14.434573122520192,-1,345721.14719059085,1
365,366,358.8786750261246,2764987.0091905054,-3.414018764311834,-1,-1294055.9687059703,-1
366,367,361.60731474627875,2322019.6482269857,2.728639720154149,1,-442967.36096351966,-1
367,368,363.75299175597786,2498538.110798812,2.1456770096991136,1,176518.4625718263,1
368,369,385.7077466334573,3841007.0317321615,21.954754877479445,1,1342468.9209333495,1
369,370,391.7253075995154,2853985.080775936,6.017560966058113,1,-987021.9509562254,-1
370,371,393.8885811237815,2946469.9683237444,2.16327352426606,1,92484.88754780823,1
371,372,405.8397105210185,4928407.783094825,11.951129397237025,1,1981937.8147710809,1
372,373,414.72278406974965,4240559.991350814,8.883073548731147,1,-687847.7917440115,-1
373,374,417.3659333654766,3093486.870697321,2.643149295726971,1,-1147073.1206534929,-1
374,375,444.5324938331452,11620771.230814224,27.166560467668603,1,8527284.360116903,1
375,376,427.5791565090202,7261797.743388022,-16.953337324125016,-1,-4358973.487426202,-1
376,377,437.6433445666328,2998906.1267163022,10.064188057612569,1,-4262891.6166717205,-1
377,378,444.3261059804668,74354600.65943497,6.682761413834044,1,71355694.53271867,1
378,379,458.59096294848194,5318066.17243774,14.264856968015124,1,-69036534.48699723,-1
379,380,454.4956985092833,15283821.416631099,-4.095264439198672,-1,9965755.24419336,1
380,381,454.44945559846116,2234801.536562376,-0.046242910822115846,-1,-13049019.880068723,-1
381,382,461.933032646049,2563093.7374708117,7.483577047587858,1,328292.2009084355,1
382,383,460.7129877627928,3142233.6995085934,-1.2200448832562074,-1,579139.9620377817,1
383,384,441.33817360788817,4526164.04899229,-19.37481415490464,-1,1383930.3494836967,1
384,385,436.962391713751,2244452.3901159386,-4.3757818941371625,-1,-2281711.6588763515,-1
385,386,436.28328825415474,3166895.7132250713,-0.6791034595962628,-1,922443.3231091327,1
386,387,445.6762049659193,3637135.4237683383,9.392916711764542,1,470239.71054326696,1
387,388,456.40331265508553,2439222.478919528,10.727107689166246,1,-1197912.9448488103,-1
388,389,453.22299474447766,1986294.5993687722,-3.1803179106078687,-1,-452927.8795507557,-1
389,390,422.8497870725783,5803736.3739604745,-30.373207671899365,-1,3817441.774591702,1
390,391,424.88072873402655,2135023.0098428275,2.030941661448253,1,-3668713.364117647,-1
391,392,424.0742511455876,2803843.395157301,-0.8064775884389519,-1,668820.3853144734,1
392,393,428.533065524576,2691972.4258074043,4.458814378988393,1,-111870.96934989654,-1
393,394,428.662373217699,2097276.882366893,0.12930769312299617,1,-594695.5434405115,-1
394,395,428.82472201305484,2736772.0355009898,0.16234879535585378,1,639495.1531340969,1
395,396,434.06455773284796,1699407.106219965,5.2398357197931205,1,-1037364.9292810247,-1
396,397,434.7819213973817,1363129.952705995,0.7173636645337638,1,-336277.1535139701,-1
397,398,430.5546214565173,1626982.058667439,-4.227299940864441,-1,263852.1059614441,1
398,399,434.0319555136346,2731127.7737606457,3.477334057117332,1,1104145.7150932066,1
399,400,432.49158142001664,2481794.248916534,-1.5403740936179702,-1,-249333.52484411187,-1
400,401,434.94760584150447,3127046.8590970524,2.4560244214878253,1,645252.6101805186,1
401,402,455.37792134423927,6093641.785751261,20.4303155027348,1,2966594.9266542085,1
402,403,454.3029943814028,3011145.7317361417,-1.0749269628364573,-1,-3082496.054015119,-1
403,404,450.5047256666303,1895696.0430618213,-3.7982687147725187,-1,-1115449.6886743205,-1
404,405,448.17383119409266,1981756.0403926773,-2.3308944725376364,-1,86059.99733085604,1
405,406,447.9833487206558,2474658.1722609517,-0.19048247343687308,-1,492902.1318682744,1
406,407,440.139695251216,3637926.539147714,-7.843653469439801,-1,1163268.3668867624,1
407,408,430.8964693840698,3110729.138320554,-9.24322586714618,-1,-527197.4008271601,-1
408,409,424.9016910451165,4405967.817472573,-5.994778338953324,-1,1295238.6791520193,1
409,410,386.13122881161615,10833746.728584694,-38.770462233500325,-1,6427778.91111212,1
410,411,373.37357267951404,5775985.035922494,-12.757656132102113,-1,-5057761.6926622,-1
411,412,381.62169242993184,2852306.8299496267,8.2481197504178,1,-2923678.205972867,-1
412,413,381.05597083262893,3021664.0504277935,-0.565721597302911,-1,169357.22047816683,1
413,414,378.04457436699937,3411564.5344375637,-3.0113964656295593,-1,389900.4840097702,1
414,415,404.92706940016564,5752390.669678874,26.882495033166265,1,2340826.1352413106,1
415,416,408.6797338423509,4208620.223548571,3.752664442185278,1,-1543770.4461303037,-1
416,417,388.8258429129008,4652367.611012416,-19.85389092945013,-1,443747.3874638453,1
417,418,389.8282780860973,1498930.0840188705,1.0024351731965453,1,-3153437.5269935457,-1
418,419,400.35707338835414,1645324.194045548,10.52879530225681,1,146394.1100266776,1
419,420,394.0425078607823,2855779.7804503366,-6.314565527571858,-1,1210455.5864047885,1
420,421,392.8152114582156,2721546.649583058,-1.227296402566708,-1,-134233.13086727867,-1
421,422,390.0823599736385,3406907.6625179513,-2.732851484577054,-1,685361.0129348934,1
422,423,380.0937878140554,3606586.640021447,-9.9885721595831,-1,199678.97750349576,1
423,424,378.51420795867875,3434974.87464341,-1.5795798553766645,-1,-171611.765378037,-1
424,425,379.1677798746893,1505593.7916681792,0.6535719160105486,1,-1929381.0829752309,-1
425,426,375.73699869076574,2462066.9539362416,-3.430781183923557,-1,956473.1622680624,1
426,427,373.2801448175998,2603505.2546888283,-2.456853873165926,-1,141438.30075258669,1
427,428,372.644756804998,2788364.2111498946,-0.6353880126018225,-1,184858.95646106638,1
428,429,370.1395278720357,2653213.3934316053,-2.505228932962268,-1,-135150.81771828933,-1
429,430,382.86706781229947,3361933.266752286,12.727539940263739,1,708719.8733206806,1
430,431,384.2965029303144,3047732.791592756,1.4294351180149079,1,-314200.47515953006,-1
431,432,374.87094510531637,1877674.4283348927,-9.425557824998009,-1,-1170058.363257863,-1
432,433,377.0304599069345,1565721.9245118666,2.1595148016181156,1,-311952.5038230261,-1
433,434,374.5492684045052,2969369.163327691,-2.481191502429283,-1,1403647.2388158245,1
434,435,372.68996804728704,3320710.289872324,-1.8593003572181601,-1,351341.12654463295,1
435,436,377.4050271954509,4030666.469161313,4.715059148163846,1,709956.1792889889,1
436,437,375.3649097016404,3289462.9605787653,-2.0401174938104987,-1,-741203.5085825478,-1
437,438,382.3847818181838,2732459.509598887,7.019872116543411,1,-557003.4509798782,-1
438,439,391.43489330771934,2359140.220717275,9.050111489535539,1,-373319.288881612,-1
439,440,402.06247083485613,2782599.7214538897,10.627577527136793,1,423459.5007366147,1
440,441,400.9778641445232,2243474.2577803154,-1.0846066903329188,-1,-539125.4636735744,-1
441,442,405.206209007772,2575783.713024528,4.228344863248765,1,332309.4552442129,1
442,443,417.42294279136115,3616498.8896933678,12.216733783589177,1,1040715.1766688395,1
443,444,420.1504581159706,2447382.4988339366,2.727515324609442,1,-1169116.3908594311,-1
444,445,420.0949139684544,3010322.633060188,-0.05554414751617287,-1,562940.1342262514,1
445,446,436.15020336815496,3592976.4008253193,16.05528939970054,1,582653.7677651313,1
446,447,435.83535209860355,3040179.4886517175,-0.3148512695514114,-1,-552796.9121736018,-1
447,448,437.2435099972622,2511064.092325948,1.4081578986586578,1,-529115.3963257694,-1
448,449,422.94680212781606,3747624.3552980833,-14.296707869446152,-1,1236560.262972135,1
449,450,422.0893022921273,3076386.7983549116,-0.8574998356887704,-1,-671237.5569431717,-1
450,451,422.4089389906041,2488782.466877779,0.3196366984768133,1,-587604.3314771326,-1
451,452,426.6750467949861,3180809.6097703935,4.2661078043819884,1,692027.1428926145,1
452,453,430.39637527232935,2264006.5864023133,3.7213284773432633,1,-916803.0233680801,-1
453,454,433.57054283539594,2304783.491763601,3.1741675630665895,1,40776.90536128776,1
454,455,436.330238331303,3361253.6391136316,2.759695495907067,1,1056470.1473500305,1
455,456,432.7130913790968,3043912.9807745432,-3.6171469522062125,-1,-317340.6583390883,-1
456,457,424.7305342013341,4419366.671420042,-7.982557177762715,-1,1375453.6906454992,1
457,458,418.0190950788721,3837729.503971185,-6.711439122461968,-1,-581637.1674488573,-1
458,459,411.21403972302653,4509590.345369802,-6.805055355845582,-1,671860.8413986168,1
459,460,394.1186845142,5309513.848681984,-17.095355208826504,-1,799923.5033121817,1
460,461,403.6306064794797,3069244.679532569,9.511921965279669,1,-2240269.1691494146,-1
461,462,409.6786478960419,3835055.583375559,6.048041416562228,1,765810.9038429903,1
462,463,411.17197285820015,2808383.9167545773,1.4933249621582263,1,-1026671.6666209819,-1
463,464,411.77616095617674,2404182.236465577,0.6041880979765892,1,-404201.6802890003,-1
464,465,415.0262018252901,3344467.77950609,3.250040869113377,1,940285.5430405131,1
465,466,418.78311328355875,3074957.9959266116,3.7569114582686325,1,-269509.7835794785,-1
466,467,411.9418572640754,2586030.325850031,-6.841256019483353,-1,-488927.6700765807,-1
467,468,413.5732117498293,2035143.6793445714,1.6313544857538886,1,-550886.6465054594,-1
468,469,413.95533734486355,2809467.5761512876,0.38212559503426746,1,774323.8968067162,1
469,470,415.0305622018332,2879393.0527291135,1.075224856969669,1,69925.47657782584,1
470,471,415.481397179404,2672559.724221384,0.4508349775707643,1,-206833.32850772934,-1
471,472,418.31041654859735,2544394.320220424,2.829019369193361,1,-128165.40400096029,-1
472,473,410.11329731596544,3410027.2090606517,-8.197119232631906,-1,865632.8888402279,1
473,474,408.6402075658234,2033313.3490777516,-1.4730897501420372,-1,-1376713.8599829,-1
474,475,411.62280244471964,2038949.2050840368,2.9825948788962364,1,5635.856006285176,1
475,476,410.9678088656696,2542908.468630597,-0.6549935790500285,-1,503959.2635465602,1
476,477,416.3968151376658,2251866.1068352885,5.4290062719961725,1,-291042.36179530853,-1
477,478,416.80235069472076,2391126.225039842,0.405535557054975,1,139260.1182045536,1
478,479,414.66351585261515,2105064.0525322272,-2.1388348421056094,-1,-286062.1725076148,-1
479,480,415.7786916237727,1789801.6691712982,1.115175771157567,1,-315262.3833609291,-1
480,481,416.2883135415622,1296175.826318485,0.5096219177895023,1,-493625.8428528132,-1
481,482,422.74616720543327,2187811.801045616,6.457853663871049,1,891635.9747271312,1
482,483,422.4495813166667,2501867.449967532,-0.29658588876657177,-1,314055.6489219158,1
483,484,415.6055044429968,2989539.805796319,-6.844076873669906,-1,487672.3558287872,1
484,485,412.90137623040073,2357733.152382676,-2.7041282125960606,-1,-631806.6534136431,-1
485,486,415.6805477372334,2153374.069072322,2.779171506832654,1,-204359.08331035404,-1
486,487,416.6657781294319,2491038.7814712455,0.9852303921985026,1,337664.71239892347,1
487,488,419.62653804720503,1321082.8596477273,2.960759917773146,1,-1169955.9218235181,-1
488,489,419.69562432761944,1507364.6973242827,0.06908628041441034,1,186281.83767655538,1
489,490,419.169481405668,2337267.7201559795,-0.5261429219514184,-1,829903.0228316968,1
490,491,421.69955807073205,2292648.4424360995,2.53007666506403,1,-44619.27771987999,-1
491,492,421.8408972595562,2284652.1186456652,0.14133918882413354,1,-7996.323790434282,-1
492,493,421.4486599162444,2013768.066846535,-0.39223734331176274,-1,-270884.05179913016,-1
493,494,420.7360746311871,2805183.511426167,-0.7125852850573438,-1,791415.444579632,1
494,495,418.84044175791155,1244735.4087082278,-1.895632873275531,-1,-1560448.1027179393,-1
495,496,422.81951090248623,1389998.7742545903,3.97906914457468,1,145263.36554636247,1
496,497,423.26528729598675,2582916.165010919,0.4457763935005232,1,1192917.3907563286,1
497,498,427.6055449982811,2692783.7559962883,4.340257702294366,1,109867.5909853694,1
498,499,426.4457848787921,2443458.6393736894,-1.1597601194890217,-1,-249325.11662259884,-1
499,500,425.83353654231126,1987008.037177135,-0.6122483364808318,-1,-456450.6021965544,-1
500,501,429.9644137085187,1701885.212279229,4.130877166207426,1,-285122.82489790604,-1
501,502,433.01379551734226,1743840.6723574232,3.0493818088235685,1,41955.46007819427,1
502,503,432.4776677482152,1511513.1213415482,-0.536127769127063,-1,-232327.55101587507,-1
503,504,430.60316511042214,2386506.142925574,-1.8745026377930571,-1,874993.0215840258,1
504,505,432.90593953378107,2670887.6972566512,2.302774423358926,1,284381.55433107726,1
505,506,440.8357533611513,3265633.0483714575,7.929813827370253,1,594745.3511148063,1
506,507,447.38052545919214,3643334.152887502,6.5447720980408235,1,377701.1045160447,1
507,508,448.41753562993614,2706010.8362482265,1.0370101707439972,1,-937323.3166392758,-1
508,509,452.37200836018116,2359610.53321829,3.9544727302450156,1,-346400.3030299363,-1
509,510,461.16466570422375,2822363.17213751,8.792657344042595,1,462752.63891921984,1
510,511,465.3755986687857,4347547.251519778,4.210932964561948,1,1525184.0793822678,1
511,512,468.9090281731858,3701596.055304571,3.5334295044000896,1,-645951.1962152068,-1
512,513,454.89302219609186,5638668.18102625,-14.016005977093926,-1,1937072.125721679,1
513,514,448.8539231595893,2637424.1073527415,-6.0390990365025345,-1,-3001244.0736735086,-1
514,515,455.66862332631,2775395.5492642587,6.814700166720684,1,137971.44191151718,1
515,516,455.13862112990665,1876434.0755190207,-0.530002196403359,-1,-898961.473745238,-1
516,517,455.80119984217356,1437679.9803133179,0.6625787122669067,1,-438754.0952057028,-1
517,518,446.16455089820624,3565214.1393706305,-9.636648943967316,-1,2127534.1590573126,1
518,519,449.96175849669424,2588024.0486014187,3.7972075984880007,1,-977190.0907692118,-1
519,520,449.28064134577477,2174718.1330592358,-0.6811171509194764,-1,-413305.915542183,-1
520,521,449.4987926948844,2405740.8445844613,0.21815134910963252,1,231022.71152522555,1
521,522,456.80983758700575,2789963.286436705,7.311044892121345,1,384222.4418522436,1
522,523,461.91848314226075,1462895.7771153993,5.108645555255009,1,-1327067.5093213057,-1
523,524,461.481423070577,1667712.378062463,-0.4370600716837316,-1,204816.60094706365,1
524,525,463.06780507813994,2905601.423442837,1.5863820075629178,1,1237889.045380374,1
525,526,456.28917656746404,3048697.299337374,-6.778628510675901,-1,143095.8758945372,1
526,527,455.1696069159157,2582347.42581592,-1.1195696515483178,-1,-466349.87352145417,-1
527,528,453.5486458496763,2712164.0680095823,-1.6209610662394311,-1,129816.64219366247,1
528,529,456.90766923616223,2382220.3920352748,3.3590233864859442,1,-329943.6759743076,-1
529,530,458.3710251514012,1481199.1671070713,1.463355915238992,1,-901021.2249282035,-1
530,531,461.02745700914596,1608736.2530776244,2.6564318577447352,1,127537.0859705531,1
531,532,457.31808957133967,2664166.456521219,-3.709367437806293,-1,1055430.2034435947,1
532,533,455.3485401595279,2916571.2387085254,-1.9695494118117836,-1,252404.78218730632,1
533,534,456.36458745774615,2417166.530323299,1.0160472982182682,1,-499404.7083852263,-1
534,535,446.2964389350564,4325130.465906088,-10.06814852268974,-1,1907963.9355827891,1
535,536,443.99352830311557,2610381.4524818617,-2.302910631940847,-1,-1714749.0134242265,-1
536,537,445.7362102803783,1663396.8812065066,1.7426819772627482,1,-946984.5712753551,-1
537,538,443.872967153092,1839531.2356302643,-1.863243127286296,-1,176134.35442375764,1
538,539,444.72741999684433,2587493.236038384,0.8544528437523127,1,747962.0004081198,1
539,540,446.6895088072,2856934.8443906526,1.9620888103556808,1,269441.6083522686,1
540,541,450.2422830184148,2857368.2716002185,3.552774211214796,1,433.42720956588164,1
541,542,454.8286624524141,3490967.4805543744,4.586379433999298,1,633599.2089541559,1
542,543,473.1294254920679,4332238.152008023,18.300763039653816,1,841270.6714536487,1
543,544,503.95011197919945,6243378.864679938,30.820686487131525,1,1911140.712671915,1
544,545,525.7259103762354,4360472.499162578,21.775798397036,1,-1882906.3655173602,-1
545,546,532.6361826334887,3290661.217429128,6.910272257253268,1,-1069811.28173345,-1
546,547,532.828497035657,4634056.701871461,0.19231440216833562,1,1343395.4844423332,1
547,548,534.2476262411614,2931368.0890020886,1.419129205504305,1,-1702688.6128693726,-1
548,549,536.4831806969868,3292457.086417921,2.2355544558254223,1,361088.99741583224,1
549,550,563.3804006571166,5880779.847812331,26.89721996012986,1,2588322.7613944104,1
550,551,577.9796874516514,3973659.6121328324,14.599286794534805,1,-1907120.2356794989,-1
551,552,577.4188601199812,2893163.967360368,-0.5608273316702252,-1,-1080495.6447724644,-1
552,553,585.0954640208414,4251938.382243554,7.6766039008601865,1,1358774.414883186,1
553,554,580.09190401697,5299740.7922759745,-5.003560003871371,-1,1047802.4100324204,1
554,555,579.3737007874091,3096200.914019692,-0.7182032295609133,-1,-2203539.8782562823,-1
555,556,578.6389738204259,2880490.5413637278,-0.7347269669832031,-1,-215710.37265596446,-1
556,557,579.1297168130649,3474526.98636253,0.4907429926389568,1,594036.4449988022,1
557,558,599.6160194203452,4978266.631729528,20.486302607280322,1,1503739.6453669984,1
558,559,654.6681156532654,10553264.4691605,55.052096232920235,1,5574997.837430973,1
559,560,693.6850495177861,11097352.710571215,39.01693386452064,1,544088.2414107136,1
560,561,683.5427012323833,7475989.52030949,-10.142348285402818,-1,-3621363.1902617244,-1
561,562,699.5584201226486,8505508.954746192,16.01571889026536,1,1029519.4344367022,1
562,563,754.9176261490095,10086281.839611446,55.35920602636088,1,1580772.8848652542,1
563,564,745.9221121158207,10451732.748643775,-8.995514033188783,-1,365450.90903232805,1
564,565,760.0597330906913,6687132.841943145,14.137620974870629,1,-3764599.9067006297,-1
565,566,761.4003208398734,3938047.8076167167,1.3405877491820775,1,-2749085.034326428,-1
566,567,722.4326490763953,13519640.1067376,-38.967671763478165,-1,9581592.299120884,1
567,568,672.4183076418473,12235185.396788558,-50.01434143454799,-1,-1284454.7099490426,-1
568,569,618.1109878366365,12414478.910971658,-54.307319805210795,-1,179293.5141831003,1
569,570,624.6714072966274,13064989.316363988,6.560419459990953,1,650510.4053923301,1
570,571,672.8569522044542,9679677.320935823,48.18554490782674,1,-3385311.9954281654,-1
571,572,677.8711537842668,4039753.473190301,5.014201579812607,1,-5639923.847745522,-1
572,573,645.0239255014252,4218556.137890464,-32.84722828284157,-1,178802.6647001626,1
573,574,650.0853395099381,4104496.45895705,5.061414008512884,1,-114059.6789334137,-1
574,575,647.5750302796743,3925084.781970869,-2.510309230263829,-1,-179411.67698618118,-1
575,576,638.0648002361789,3929403.901639341,-9.510230043495312,-1,4319.119668472093,1
576,577,663.8212137690114,5423026.044895414,25.756413532832426,1,1493622.1432560734,1
577,578,679.3630488425358,4021602.7854460333,15.541835073524453,1,-1401423.259449381,-1
578,579,693.8405540519129,4089814.764575089,14.477505209377114,1,68211.97912905551,1
579,580,670.032248429864,4077427.3954456244,-23.80830562204892,-1,-12387.369129464496,-1
580,581,677.54676685314,2640530.988017124,7.514518423275945,1,-1436896.4074285002,-1
581,582,673.1874987851528,3779293.6402709624,-4.359268067987159,-1,1138762.6522538383,1
582,583,674.2417191039528,4410326.236602369,1.0542203188000485,1,631032.5963314064,1
583,584,639.3824125800757,7863814.9642419815,-34.859306523877194,-1,3453488.7276396127,1
584,585,653.1902077550449,7092759.540428135,13.807795174969215,1,-771055.4238138469,-1
585,586,651.3230802722426,5628731.9643481765,-1.8671274828022888,-1,-1464027.5760799581,-1
586,587,651.8869894223025,2368821.309931028,0.5639091500598852,1,-3259910.6544171483,-1
587,588,651.7282156326287,4138874.984075233,-0.15877378967377354,-1,1770053.6741442047,1
588,589,659.5287480367941,7280804.871432585,7.800532404165438,1,3141929.887357352,1
589,590,662.3532900952428,13444128.583308911,2.8245420584486283,1,6163323.711876326,1
590,591,661.5741764932073,2842114.4699418345,-0.7791136020354088,-1,-10602014.113367077,-1
591,592,666.6825937183507,2984555.383595085,5.108417225143398,1,142440.91365325032,1
592,593,666.9419724554303,1961503.045474773,0.2593787370796008,1,-1023052.3381203117,-1
593,594,676.1225425540807,2842263.7335919696,9.180570098650378,1,880760.6881171966,1
594,595,677.3364703265465,2822177.5992769157,1.2139277724658086,1,-20086.134315053932,-1
595,596,672.8395221794417,2561658.529447214,-4.496948147104831,-1,-260519.06982970145,-1
596,597,668.8087755280146,2523483.490132085,-4.03074665142708,-1,-38175.039315129165,-1
597,598,666.808059326303,2833268.9659469156,-2.0007162017116116,-1,309785.4758148305,1
598,599,659.6313544318452,5096389.533999947,-7.176704894457771,-1,2263120.5680530313,1
599,600,658.3952362752002,2337922.086360029,-1.236118156645034,-1,-2758467.447639918,-1
600,601,660.5674924690948,2137177.5383826788,2.1722561938945546,1,-200744.5479773502,-1
601,602,657.5046956447217,2976744.5304284394,-3.0627968243730948,-1,839566.9920457606,1
602,603,653.6917392790167,4477328.964410367,-3.812956365704963,-1,1500584.433981928,1
603,604,655.7737493295247,3031960.3494068077,2.082010050507961,1,-1445368.6150035597,-1
604,605,657.3260191846668,2673306.1620377484,1.5522698551421854,1,-358654.1873690593,-1
605,606,657.1985759144571,2564367.62807942,-0.12744327020971014,-1,-108938.53395832842,-1
606,607,653.634607071843,2724885.762430441,-3.5639688426141447,-1,160518.13435102114,1
607,608,633.6133120825763,3766948.199890062,-20.02129498926672,-1,1042062.4374596211,1
608,609,612.5806200110193,5440008.918672557,-21.032692071556994,-1,1673060.7187824948,1
609,610,564.2332880098895,12030645.60676838,-48.34733200112976,-1,6590636.688095824,1
610,611,563.4190677279303,7626253.801485207,-0.8142202819592512,-1,-4404391.805283174,-1
611,612,581.1599077575212,4954523.507601857,17.740840029590913,1,-2671730.2938833497,-1
612,613,577.8868166538981,2972110.3383483165,-3.2730911036230736,-1,-1982413.1692535407,-1
613,614,583.4561737281339,2324684.7038395563,5.569357074235768,1,-647425.6345087602,-1
614,615,594.1524581664057,1919007.7045597695,10.696284438271846,1,-405676.99927978683,-1
615,616,592.6874458615656,2477924.265255628,-1.4650123048401156,-1,558916.5606958587,1
616,617,588.9501885443102,2772675.028850529,-3.7372573172553984,-1,294750.7635949007,1
617,618,590.2136003001656,5519781.631551349,1.2634117558553726,1,2747106.6027008197,1
618,619,591.2725652686526,2951557.219432784,1.0589649684869755,1,-2568224.412118565,-1
619,620,587.5673691140056,2203517.6811537826,-3.7051961546469556,-1,-748039.5382790011,-1
620,621,587.3424348378933,1637037.9889234316,-0.22493427611232164,-1,-566479.692230351,-1
621,622,574.4914628715345,2535155.333096303,-12.85097196635877,-1,898117.3441728714,1
622,623,568.5369000854155,2543618.626147413,-5.954562786119027,-1,8463.293051110115,1
623,624,575.2432513966526,2604589.7753735953,6.706351311237086,1,60971.14922618214,1
624,625,574.9335813308771,2652806.181336883,-0.30967006577543543,-1,48216.40596328769,1
625,626,575.0605980878386,2189313.90385257,0.12701675696143866,1,-463492.2774843131,-1
626,627,574.6853086419798,2277532.8150236374,-0.37528944585881163,-1,88218.9111710675,1
627,628,579.6272342707524,2078020.3762109918,4.941925628772651,1,-199512.43881264562,-1
628,629,581.3972069478922,1488709.4561344918,1.7699726771397764,1,-589310.9200764999,-1
629,630,583.5218400537815,2628770.9896274777,2.124633105889302,1,1140061.5334929859,1
630,631,581.9040257303697,2939277.8102903794,-1.6178143234118352,-1,310506.82066290174,1
631,632,578.9591784168642,2280834.3373598624,-2.94484731350542,-1,-658443.472930517,-1
632,633,575.2849035053051,2275134.982856917,-3.6742749115591096,-1,-5699.354502945207,-1
633,634,578.2934580256486,2011805.4950933228,3.008554520343523,1,-263329.48776359437,-1
634,635,572.8918645222859,1587851.122621678,-5.401593503362733,-1,-423954.3724716448,-1
635,636,573.9502324794156,1880690.5108121708,1.0583679571296898,1,292839.38819049275,1
636,637,573.7127121620717,2520604.9902812163,-0.23752031734386492,-1,639914.4794690455,1
637,638,575.0578497375329,2292571.4027389544,1.3451375754611945,1,-228033.58754226193,-1
638,639,572.3024749642223,2584585.493149751,-2.7553747733106775,-1,292014.09041079646,1
639,640,571.3351236899824,2871897.6845873115,-0.9673512742398316,-1,287312.1914375606,1
640,641,574.6127882842886,2740062.683691007,3.277664594306202,1,-131835.00089630438,-1
641,642,585.274202369301,2819355.6184114856,10.661414085012325,1,79292.93472047849,1
642,643,609.7816351638537,2617117.2597513613,24.507432794552756,1,-202238.35866012424,-1
643,644,606.6780907236347,1952900.9897423268,-3.103544440219025,-1,-664216.2700090345,-1
644,645,610.2891664167996,2704406.045744303,3.611075693164935,1,751505.0560019764,1
645,646,613.8140834674042,2743614.162276562,3.5249170506045857,1,39208.11653225869,1
646,647,625.7915324830593,3287334.000486332,11.977449015655111,1,543719.8382097702,1
647,648,621.8325249518442,2712926.8236644957,-3.959007531215093,-1,-574407.1768218363,-1
648,649,623.8268042900572,1709379.1832642397,1.9942793382130048,1,-1003547.640400256,-1
649,650,615.8707146950414,2739994.2415830665,-7.956089595015783,-1,1030615.0583188268,1
650,651,606.8400951319938,2534835.100131344,-9.030619563047594,-1,-205159.14145172248,-1
651,652,607.9444570286402,2160529.7083336986,1.10436189664631,1,-374305.3917976455,-1
652,653,609.4752418176637,2317933.3058773596,1.530784789023528,1,157403.59754366102,1
653,654,607.3562279162659,2518297.5235129236,-2.119013901397807,-1,200364.21763556404,1
654,655,606.9050074523348,2510847.181090941,-0.45122046393112214,-1,-7450.342421982437,-1
655,656,607.4866057685911,1664635.2442859786,0.5815983162563043,1,-846211.9368049626,-1
656,657,609.95412973962,1772670.4716890985,2.4675239710289816,1,108035.2274031199,1
657,658,609.0662547801215,2120009.552313557,-0.8878749594985038,-1,347339.0806244584,1
658,659,606.6376048177095,3246954.179382568,-2.4286499624120097,-1,1126944.6270690113,1
659,660,597.1839684612414,2490641.7610321697,-9.45363635646811,-1,-756312.4183503985,-1
660,661,596.6864102301886,2355381.3354354207,-0.49755823105283525,-1,-135260.42559674894,-1
