ID;Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard
INT_5_B;2017-09;Est Centre;LIMOGES;BORDEAUX ST JEAN;28;28;0;4;85.7;6.0
INT_18_B;2017-09;Est Centre;NANTES;LYON PART DIEU;61;61;0;7;88.5;7.7
INT_20_B;2017-09;Est Centre;PARIS BERCY;NEVERS;145;144;1;30;79.2;3.8
INT_22_A;2017-12;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;36;36;0;7;80.6;4.1
INT_6_B;2017-12;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;93;92;1;6;93.5;14.3
INT_17_B;2018-01;Normandie;PARIS-ST-LAZARE;LE HAVRE;368;357;11;62;82.6;4.8
INT_14_B;2017-12;Est Centre;PARIS BERCY;CLERMONT FERRAND;231;231;0;20;91.3;10.6
INT_13_A;2017-12;Est Centre;CLERMONT FERRAND;NÎMES;31;30;1;3;90.0;9.0
INT_19_B;2017-12;Nord-Normandie;PARIS NORD;MAUBEUGE;295;291;4;45;84.5;5.5
INT_9_A;2018-01;Normandie;CAEN;PARIS-ST-LAZARE;215;205;10;19;90.7;9.8
INT_23_B;2017-12;Est Centre;TROYES;PARIS EST;63;62;1;6;90.3;9.3
INT_2_B;2017-12;Est Centre;PARIS EST;BELFORT;34;34;0;4;88.2;7.5
INT_2_A;2018-01;Nord;PARIS-NORD;AMIENS;224;221;3;60;72.9;2.7
INT_24_B;2017-10;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;80;80;0;14;82.5;4.7
INT_24_A;2017-10;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;76;75;1;22;70.7;2.4
INT_8_B;2017-10;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;118;118;0;14;88.1;7.4
INT_4_A;2017-10;Atlantique Méd.;BORDEAUX ST JEAN;NICE;173;172;1;39;77.3;3.4
INT_11_A;2017-10;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;16;16;0;2;87.5;7.0
INT_18_A;2017-10;Est Centre;LYON PART DIEU;NANTES;59;58;1;7;87.9;7.3
INT_18_B;2017-10;Est Centre;NANTES;LYON PART DIEU;66;66;0;6;90.9;10.0
INT_23_A;2017-10;Est Centre;PARIS EST;TROYES;242;241;1;30;87.6;7.0
INT_2_A;2017-10;Est Centre;BELFORT;PARIS EST;129;129;0;16;87.6;7.1
INT_10_B;2017-10;Nord-Normandie;TOURS;CAEN;62;62;0;11;82.3;4.6
INT_22_A;2017-06;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;110;110;0;31;71.8;2.5
INT_6_B;2017-06;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;89;89;0;31;65.2;1.9
INT_5_A;2017-06;Est Centre;BORDEAUX ST JEAN;LIMOGES;30;29;1;4;86.2;6.3
INT_3_B;2017-06;Est Centre;CLERMONT FERRAND;BÉZIERS;60;60;0;2;96.7;29.0
INT_7_A;2017-06;Nord-Normandie;BOULOGNE;PARIS NORD;141;139;2;16;88.5;7.7
INT_1_B;2017-06;Nord-Normandie;PARIS NORD;AMIENS;202;201;1;52;74.1;2.9
INT_20_B;2017-06;Est Centre;PARIS BERCY;NEVERS;136;135;1;25;81.5;4.4
INT_23_A;2017-06;Est Centre;PARIS EST;TROYES;201;198;3;48;75.8;3.1
INT_13_B;2017-06;Est Centre;NÎMES;CLERMONT FERRAND;0;0;0;0;0.0;0.0
INT_10_A;2017-06;Nord-Normandie;CAEN;TOURS;65;65;0;7;89.2;8.3
INT_11_B;2018-02;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU/CERBERE;26;25;1;12;52.0;1.1
INT_4_B;2018-02;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;215;203;12;65;68.0;2.1
INT_21_B;2018-02;Paris Centre Sud;CERBERE/TOULOUSE;PARIS-AUSTERLITZ;26;26;0;17;34.6;0.5
INT_5_B;2018-02;Méditerranée Atlantique;BAYONNE;TOULOUSE-MATABIAU;88;82;6;15;81.7;4.5
INT_23_A;2018-02;Paris Centre Sud;PARIS-AUSTERLITZ;BRIANÇON;27;26;1;4;84.6;5.5
INT_15_B;2018-02;Normandie;PARIS-VAUGIRARD;GRANVILLE;152;150;2;8;94.7;17.8
INT_24_B;2017-11;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;78;76;2;15;80.3;4.1
INT_21_A;2017-11;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;338;325;13;74;77.2;3.4
INT_12_A;2017-12;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;196;192;4;21;89.1;8.1
INT_6_B;2017-11;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;90;90;0;14;84.4;5.4
INT_16_A;2017-11;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;0;0;0;0;0.0;0.0
INT_1_B;2017-11;Nord-Normandie;PARIS NORD;AMIENS;210;209;1;67;67.9;2.1
INT_2_A;2017-11;Est Centre;BELFORT;PARIS EST;126;124;2;22;82.3;4.6
INT_2_B;2017-11;Est Centre;PARIS EST;BELFORT;122;121;1;12;90.1;9.1
INT_23_B;2017-10;Est Centre;TROYES;PARIS EST;244;243;1;44;81.9;4.5
INT_10_A;2017-12;Nord-Normandie;CAEN;TOURS;68;68;0;10;85.3;5.8
INT_20_B;2018-01;Paris Centre Sud;PARIS-AUSTERLITZ;LATOUR DE CAROL;29;27;2;1;96.3;26.0
INT_5_B;2018-01;Méditerranée Atlantique;BAYONNE;TOULOUSE-MATABIAU;28;28;0;4;85.7;6.0
INT_1_B;2018-01;Paris Centre Sud;BRIANÇON;PARIS-AUSTERLITZ;28;26;2;3;88.5;7.7
INT_3_A;2018-01;Paris Centre Sud;BÉZIERS;CLERMONT-FERRAND;63;61;2;5;91.8;11.2
INT_15_B;2018-01;Normandie;PARIS-VAUGIRARD;GRANVILLE;165;157;8;18;88.5;7.7
INT_12_A;2018-02;Normandie;CHERBOURG;PARIS-ST-LAZARE;157;155;2;36;76.8;3.3
INT_15_A;2018-02;Normandie;GRANVILLE;PARIS-VAUGIRARD;155;154;1;15;90.3;9.3
INT_7_B;2018-02;Nord;PARIS-NORD;BOULOGNE-VILLE;124;119;5;19;84.0;5.3
INT_5_A;2018-02;Nord;PARIS-NORD;ST-QUENTIN;129;125;4;25;80.0;4.0
INT_10_B;2018-02;Normandie;TOURS;CAEN;56;55;1;5;90.9;10.0
INT_15_B;2017-06;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;159;158;1;12;92.4;12.2
INT_22_B;2017-06;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;113;112;1;25;77.7;3.5
INT_3_B;2017-07;Est Centre;CLERMONT FERRAND;BÉZIERS;63;62;1;4;93.5;14.5
INT_4_B;2017-07;Atlantique Méd.;NICE;BORDEAUX ST JEAN;185;182;3;49;73.1;2.7
INT_25_B;2017-06;Nord-Normandie;ROUEN;PARIS ST LAZARE;318;311;7;29;90.7;9.7
INT_25_B;2017-07;Nord-Normandie;ROUEN;PARIS ST LAZARE;260;258;2;25;90.3;9.3
INT_18_B;2017-07;Est Centre;NANTES;LYON PART DIEU;67;66;1;7;89.4;8.4
INT_20_B;2017-07;Est Centre;PARIS BERCY;NEVERS;136;134;2;27;79.9;4.0
INT_23_A;2017-07;Est Centre;PARIS EST;TROYES;236;233;3;48;79.4;3.9
INT_23_B;2017-06;Est Centre;TROYES;PARIS EST;259;257;2;21;91.8;11.2
INT_24_B;2017-07;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;132;132;0;19;85.6;5.9
INT_11_A;2017-08;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;31;31;0;3;90.3;9.3
INT_22_B;2017-08;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;128;127;1;10;92.1;11.7
INT_9_B;2017-08;Nord-Normandie;PARIS ST LAZARE;CAEN;215;215;0;29;86.5;6.4
INT_18_A;2017-08;Est Centre;LYON PART DIEU;NANTES;57;57;0;10;82.5;4.7
INT_3_A;2017-08;Est Centre;BÉZIERS;CLERMONT FERRAND;62;61;1;4;93.4;14.3
INT_14_A;2015-08;Est Centre;CLERMONT FERRAND;PARIS BERCY;213;213;0;26;87.8;7.2
INT_25_A;2015-08;Nord-Normandie;PARIS ST LAZARE;ROUEN;263;260;3;14;94.6;17.6
INT_12_A;2015-08;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;199;199;0;13;93.5;14.3
INT_13_A;2015-08;Est Centre;CLERMONT FERRAND;NÎMES;30;27;3;3;88.9;8.0
INT_19_B;2015-08;Nord-Normandie;PARIS NORD;MAUBEUGE;124;123;1;7;94.3;16.6
INT_19_A;2015-08;Nord-Normandie;MAUBEUGE;PARIS NORD;209;209;0;24;88.5;7.7
INT_23_A;2015-08;Est Centre;PARIS EST;TROYES;277;275;2;35;87.3;6.9
INT_23_B;2015-08;Est Centre;TROYES;PARIS EST;222;220;2;24;89.1;8.2
INT_24_A;2015-05;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;92;92;0;8;91.3;10.5
INT_12_B;2015-05;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;164;164;0;9;94.5;17.2
INT_15_B;2015-05;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;165;165;0;9;94.5;17.3
INT_4_A;2015-06;Atlantique Méd.;BORDEAUX ST JEAN;NICE;186;186;0;59;68.3;2.2
INT_15_A;2015-06;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;155;155;0;16;89.7;8.7
INT_22_B;2015-05;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;113;113;0;6;94.7;17.8
INT_9_A;2015-06;Nord-Normandie;CAEN;PARIS ST LAZARE;188;188;0;14;92.6;12.4
INT_20_B;2015-05;Est Centre;PARIS BERCY;NEVERS;143;143;0;22;84.6;5.5
INT_20_A;2015-06;Est Centre;NEVERS;PARIS BERCY;156;155;1;15;90.3;9.3
INT_2_B;2015-05;Est Centre;PARIS EST;BELFORT;133;133;0;6;95.5;21.2
INT_21_A;2015-09;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;356;352;4;51;85.5;5.9
INT_8_A;2015-09;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;121;120;1;13;89.2;8.2
INT_13_A;2015-09;Est Centre;CLERMONT FERRAND;NÎMES;26;26;0;2;92.3;12.0
INT_18_A;2015-09;Est Centre;LYON PART DIEU;NANTES;85;81;4;17;79.0;3.8
INT_10_A;2015-09;Nord-Normandie;CAEN;TOURS;66;64;2;5;92.2;11.8
INT_24_A;2015-11;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;74;74;0;19;74.3;2.9
INT_11_B;2015-11;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;99;99;0;16;83.8;5.2
INT_12_B;2015-11;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;188;188;0;38;79.8;3.9
INT_4_A;2015-11;Atlantique Méd.;BORDEAUX ST JEAN;NICE;196;187;9;55;70.6;2.4
INT_22_B;2015-10;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;124;124;0;15;87.9;7.3
INT_6_B;2015-11;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;71;69;2;22;68.1;2.1
INT_22_B;2015-11;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;117;117;0;35;70.1;2.3
INT_2_B;2015-11;Est Centre;PARIS EST;BELFORT;118;116;2;16;86.2;6.3
INT_10_B;2015-11;Nord-Normandie;TOURS;CAEN;59;58;1;6;89.7;8.7
INT_10_A;2015-11;Nord-Normandie;CAEN;TOURS;65;63;2;5;92.1;11.6
INT_21_B;2015-09;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;347;343;4;38;88.9;8.0
INT_25_A;2015-09;Nord-Normandie;PARIS ST LAZARE;ROUEN;305;301;4;20;93.4;14.1
INT_9_B;2015-10;Nord-Normandie;PARIS ST LAZARE;CAEN;215;214;1;23;89.3;8.3
INT_19_B;2015-10;Nord-Normandie;PARIS NORD;MAUBEUGE;242;239;3;27;88.7;7.9
INT_25_B;2015-10;Nord-Normandie;ROUEN;PARIS ST LAZARE;287;286;1;20;93.0;13.3
INT_7_B;2015-10;Nord-Normandie;PARIS NORD;BOULOGNE;151;148;3;19;87.2;6.8
INT_5_B;2015-10;Est Centre;LIMOGES;BORDEAUX ST JEAN;31;31;0;4;87.1;6.8
INT_20_A;2015-10;Est Centre;NEVERS;PARIS BERCY;154;154;0;23;85.1;5.7
INT_23_A;2015-10;Est Centre;PARIS EST;TROYES;261;261;0;14;94.6;17.6
INT_10_B;2015-09;Nord-Normandie;TOURS;CAEN;60;60;0;6;90.0;9.0
INT_11_B;2015-12;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;103;103;0;8;92.2;11.9
INT_15_B;2015-12;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;166;165;1;18;89.1;8.2
INT_15_A;2015-12;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;167;162;5;31;80.9;4.2
INT_3_B;2016-01;Est Centre;CLERMONT FERRAND;BÉZIERS;31;31;0;2;93.5;14.5
INT_7_A;2016-01;Nord-Normandie;BOULOGNE;PARIS NORD;138;134;4;25;81.3;4.4
INT_9_A;2016-01;Nord-Normandie;CAEN;PARIS ST LAZARE;193;191;2;16;91.6;10.9
INT_10_B;2015-12;Nord-Normandie;TOURS;CAEN;63;63;0;7;88.9;8.0
INT_13_A;2016-01;Est Centre;CLERMONT FERRAND;NÎMES;31;31;0;0;100.0;
INT_12_A;2015-12;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;194;193;1;9;95.3;20.4
INT_6_B;2015-12;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;67;65;2;22;66.2;2.0
INT_4_B;2015-12;Atlantique Méd.;NICE;BORDEAUX ST JEAN;188;183;5;17;90.7;9.8
INT_19_A;2015-12;Nord-Normandie;MAUBEUGE;PARIS NORD;288;287;1;25;91.3;10.5
INT_9_A;2015-12;Nord-Normandie;CAEN;PARIS ST LAZARE;195;195;0;16;91.8;11.2
INT_1_A;2015-12;Nord-Normandie;AMIENS;PARIS NORD;118;117;1;22;81.2;4.3
INT_20_B;2015-12;Est Centre;PARIS BERCY;NEVERS;150;149;1;22;85.2;5.8
INT_10_A;2015-12;Nord-Normandie;CAEN;TOURS;66;65;1;3;95.4;20.7
INT_13_A;2015-12;Est Centre;CLERMONT FERRAND;NÎMES;14;14;0;0;100.0;
INT_5_B;2015-12;Est Centre;LIMOGES;BORDEAUX ST JEAN;32;31;1;0;100.0;
INT_11_B;2016-01;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;56;53;3;6;88.7;7.8
INT_15_A;2016-01;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;167;166;1;12;92.8;12.8
INT_18_A;2016-01;Est Centre;LYON PART DIEU;NANTES;101;101;0;3;97.0;32.7
INT_19_A;2016-01;Nord-Normandie;MAUBEUGE;PARIS NORD;284;284;0;31;89.1;8.2
INT_5_B;2016-01;Est Centre;LIMOGES;BORDEAUX ST JEAN;31;31;0;2;93.5;14.5
INT_1_B;2016-01;Nord-Normandie;PARIS NORD;AMIENS;106;106;0;12;88.7;7.8
INT_23_A;2016-01;Est Centre;PARIS EST;TROYES;206;203;3;20;90.1;9.2
INT_24_B;2016-02;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;75;75;0;3;96.0;24.0
INT_11_B;2016-02;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;46;45;1;2;95.6;21.5
INT_8_B;2016-02;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;116;111;5;11;90.1;9.1
INT_22_A;2016-02;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;116;116;0;13;88.8;7.9
INT_6_A;2016-03;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;84;82;2;41;50.0;1.0
INT_12_B;2016-02;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;187;187;0;9;95.2;19.8
INT_25_B;2016-02;Nord-Normandie;ROUEN;PARIS ST LAZARE;288;284;4;17;94.0;15.7
INT_3_A;2016-03;Est Centre;BÉZIERS;CLERMONT FERRAND;29;28;1;1;96.4;27.0
INT_20_B;2016-02;Est Centre;PARIS BERCY;NEVERS;145;141;4;12;91.5;10.8
INT_2_B;2016-02;Est Centre;PARIS EST;BELFORT;120;119;1;7;94.1;16.0
INT_21_A;2016-07;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;276;263;13;79;70.0;2.3
INT_16_A;2016-07;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;116;116;0;10;91.4;10.6
INT_17_A;2016-07;Nord-Normandie;LE HAVRE;PARIS ST LAZARE;300;298;2;19;93.6;14.7
INT_25_A;2016-07;Nord-Normandie;PARIS ST LAZARE;ROUEN;251;251;0;25;90.0;9.0
INT_3_B;2016-07;Est Centre;CLERMONT FERRAND;BÉZIERS;54;53;1;2;96.2;25.5
INT_7_A;2016-07;Nord-Normandie;BOULOGNE;PARIS NORD;141;139;2;20;85.6;6.0
INT_20_B;2016-07;Est Centre;PARIS BERCY;NEVERS;152;151;1;19;87.4;6.9
INT_23_A;2016-07;Est Centre;PARIS EST;TROYES;186;184;2;36;80.4;4.1
INT_10_A;2016-07;Nord-Normandie;CAEN;TOURS;67;67;0;12;82.1;4.6
INT_3_A;2016-07;Est Centre;BÉZIERS;CLERMONT FERRAND;55;54;1;0;100.0;
INT_11_B;2016-03;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;23;23;0;2;91.3;10.5
INT_22_A;2016-03;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;100;99;1;24;75.8;3.1
INT_12_B;2016-03;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;193;192;1;24;87.5;7.0
INT_21_A;2016-03;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;303;301;2;74;75.4;3.1
INT_15_B;2016-03;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;155;155;0;11;92.9;13.1
INT_25_B;2016-03;Nord-Normandie;ROUEN;PARIS ST LAZARE;289;288;1;22;92.4;12.1
INT_1_A;2016-04;Nord-Normandie;AMIENS;PARIS NORD;203;203;0;26;87.2;6.8
INT_23_A;2016-03;Est Centre;PARIS EST;TROYES;218;218;0;17;92.2;11.8
INT_10_B;2016-03;Nord-Normandie;TOURS;CAEN;58;57;1;5;91.2;10.4
INT_13_A;2016-03;Est Centre;CLERMONT FERRAND;NÎMES;29;28;1;0;100.0;
INT_15_B;2016-04;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;156;154;2;19;87.7;7.1
INT_17_B;2016-04;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;346;345;1;73;78.8;3.7
INT_11_B;2017-03;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;29;28;1;4;85.7;6.0
INT_14_A;2017-03;Est Centre;CLERMONT FERRAND;PARIS BERCY;215;212;3;32;84.9;5.6
INT_11_A;2017-03;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;29;28;1;1;96.4;27.0
INT_12_A;2017-03;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;220;218;2;13;94.0;15.8
INT_14_B;2017-03;Est Centre;PARIS BERCY;CLERMONT FERRAND;217;215;2;16;92.6;12.4
INT_9_A;2017-03;Nord-Normandie;CAEN;PARIS ST LAZARE;195;194;1;18;90.7;9.8
INT_23_A;2017-03;Est Centre;PARIS EST;TROYES;218;215;3;36;83.3;5.0
INT_2_B;2017-02;Est Centre;PARIS EST;BELFORT;120;118;2;6;94.9;18.7
INT_2_B;2017-03;Est Centre;PARIS EST;BELFORT;133;132;1;6;95.5;21.0
INT_23_B;2017-02;Est Centre;TROYES;PARIS EST;223;219;4;36;83.6;5.1
INT_7_B;2017-04;Nord-Normandie;PARIS NORD;BOULOGNE;138;135;3;15;88.9;8.0
INT_7_A;2017-05;Nord-Normandie;BOULOGNE;PARIS NORD;145;143;2;19;86.7;6.5
INT_1_A;2017-05;Nord-Normandie;AMIENS;PARIS NORD;196;196;0;17;91.3;10.5
INT_10_A;2017-05;Nord-Normandie;CAEN;TOURS;68;68;0;9;86.8;6.6
INT_3_A;2017-05;Est Centre;BÉZIERS;CLERMONT FERRAND;60;60;0;0;100.0;
INT_11_A;2017-05;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;0;0;0;0;;
INT_21_B;2015-05;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;311;311;0;52;83.3;5.0
INT_6_A;2015-06;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;68;66;2;15;77.3;3.4
INT_14_A;2015-05;Est Centre;CLERMONT FERRAND;PARIS BERCY;225;224;1;29;87.1;6.7
INT_8_A;2015-06;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;120;119;1;24;79.8;4.0
INT_18_A;2015-06;Est Centre;LYON PART DIEU;NANTES;105;104;1;11;89.4;8.5
INT_19_B;2015-05;Nord-Normandie;PARIS NORD;MAUBEUGE;103;100;3;17;83.0;4.9
INT_3_A;2015-06;Est Centre;BÉZIERS;CLERMONT FERRAND;31;30;1;1;96.7;29.0
INT_7_A;2015-06;Nord-Normandie;BOULOGNE;PARIS NORD;57;56;1;8;85.7;6.0
INT_7_B;2015-05;Nord-Normandie;PARIS NORD;BOULOGNE;55;55;0;15;72.7;2.7
INT_9_A;2015-05;Nord-Normandie;CAEN;PARIS ST LAZARE;197;197;0;10;94.9;18.7
INT_24_A;2015-07;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;134;134;0;28;79.1;3.8
INT_25_A;2015-07;Nord-Normandie;PARIS ST LAZARE;ROUEN;279;275;4;22;92.0;11.5
INT_22_B;2015-06;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;119;117;2;21;82.1;4.6
INT_9_B;2015-07;Nord-Normandie;PARIS ST LAZARE;CAEN;244;242;2;36;85.1;5.7
INT_18_A;2015-07;Est Centre;LYON PART DIEU;NANTES;115;104;11;24;76.9;3.3
INT_19_A;2015-06;Nord-Normandie;MAUBEUGE;PARIS NORD;216;213;3;30;85.9;6.1
INT_9_A;2015-07;Nord-Normandie;CAEN;PARIS ST LAZARE;195;193;2;13;93.3;13.8
INT_1_A;2015-07;Nord-Normandie;AMIENS;PARIS NORD;191;189;2;44;76.7;3.3
INT_18_B;2015-06;Est Centre;NANTES;LYON PART DIEU;16;16;0;2;87.5;7.0
INT_10_B;2015-06;Nord-Normandie;TOURS;CAEN;60;60;0;5;91.7;11.0
INT_8_B;2015-09;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;120;119;1;18;84.9;5.6
INT_22_A;2015-09;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;120;120;0;18;85.0;5.7
INT_17_A;2015-09;Nord-Normandie;LE HAVRE;PARIS ST LAZARE;355;353;2;34;90.4;9.4
INT_4_B;2015-09;Atlantique Méd.;NICE;BORDEAUX ST JEAN;181;180;1;43;76.1;3.2
INT_19_A;2015-09;Nord-Normandie;MAUBEUGE;PARIS NORD;292;290;2;26;91.0;10.2
INT_20_A;2015-09;Est Centre;NEVERS;PARIS BERCY;154;150;4;17;88.7;7.8
INT_23_A;2015-09;Est Centre;PARIS EST;TROYES;254;251;3;32;87.3;6.8
INT_24_A;2014-01;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;82;81;1;13;84.0;5.2
INT_6_A;2014-01;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;72;72;0;7;90.3;9.3
INT_5_A;2014-01;Est Centre;BORDEAUX ST JEAN;LIMOGES;31;31;0;1;96.8;30.0
INT_19_B;2014-01;Nord-Normandie;PARIS NORD;MAUBEUGE;305;305;0;23;92.5;12.3
INT_2_A;2014-01;Est Centre;BELFORT;PARIS EST;124;124;0;11;91.1;10.3
INT_3_A;2014-01;Est Centre;BÉZIERS;CLERMONT FERRAND;31;31;0;0;100.0;
INT_17_B;2015-02;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;330;326;4;42;87.1;6.8
INT_21_A;2015-02;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;344;344;0;40;88.4;7.6
INT_16_A;2015-02;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;57;54;3;5;90.7;9.8
INT_25_A;2015-02;Nord-Normandie;PARIS ST LAZARE;ROUEN;279;274;5;21;92.3;12.0
INT_12_A;2015-02;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;178;175;3;16;90.9;9.9
INT_13_A;2015-02;Est Centre;CLERMONT FERRAND;NÎMES;77;55;22;3;94.5;17.3
INT_3_B;2015-02;Est Centre;CLERMONT FERRAND;BÉZIERS;28;28;0;1;96.4;27.0
INT_9_B;2015-02;Nord-Normandie;PARIS ST LAZARE;CAEN;220;220;0;34;84.5;5.5
INT_18_A;2015-02;Est Centre;LYON PART DIEU;NANTES;64;64;0;8;87.5;7.0
INT_18_B;2015-02;Est Centre;NANTES;LYON PART DIEU;12;12;0;0;100.0;
INT_21_B;2015-01;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;366;366;0;75;79.5;3.9
INT_22_A;2014-12;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;129;129;0;21;83.7;5.1
INT_22_A;2015-01;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;128;128;0;19;85.2;5.7
INT_12_B;2015-01;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;171;171;0;16;90.6;9.7
INT_25_A;2015-01;Nord-Normandie;PARIS ST LAZARE;ROUEN;324;301;23;23;92.4;12.1
INT_14_B;2015-01;Est Centre;PARIS BERCY;CLERMONT FERRAND;234;233;1;21;91.0;10.1
INT_22_B;2014-11;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;120;120;0;26;78.3;3.6
INT_7_A;2014-12;Nord-Normandie;BOULOGNE;PARIS NORD;155;152;3;36;76.3;3.2
INT_7_A;2015-01;Nord-Normandie;BOULOGNE;PARIS NORD;57;57;0;4;93.0;13.3
INT_1_A;2015-01;Nord-Normandie;AMIENS;PARIS NORD;152;148;4;56;62.2;1.6
INT_15_B;2015-01;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;166;164;2;14;91.5;10.7
INT_6_A;2015-03;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;72;71;1;7;90.1;9.1
INT_8_A;2015-03;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;122;121;1;13;89.3;8.3
INT_11_A;2015-03;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;98;98;0;8;91.8;11.3
INT_19_A;2015-03;Nord-Normandie;MAUBEUGE;PARIS NORD;148;145;3;9;93.8;15.1
INT_5_B;2015-03;Est Centre;LIMOGES;BORDEAUX ST JEAN;31;31;0;1;96.8;30.0
INT_23_B;2015-02;Est Centre;TROYES;PARIS EST;211;202;9;17;91.6;10.9
INT_3_A;2015-03;Est Centre;BÉZIERS;CLERMONT FERRAND;31;30;1;0;100.0;
INT_11_B;2015-03;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;106;106;0;5;95.3;20.2
INT_17_B;2015-03;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;359;356;3;44;87.6;7.1
INT_12_B;2015-03;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;170;170;0;19;88.8;7.9
